Title,Short Intro,Category,Sub-Category,Course Type,Language,Rating,Number of viewers,Site,Skills,Instructors,Duration_Hours
Réussir le Changement,"L'accélération de l'environnement socio-économique conduit les entreprises à multiplier les projets de changement (nouveaux produits, applications digitales, optimisation des coûts, nouvelles organisationnelles, etc.). Le changement n'est plus un phénomène conjoncturel mais permanent. Le changement est devenu un objet gestionnaire avec des méthodologies, des outils et des compétences. La compétence en conduite du changement se développe dans les cabinets de conseil et en interne dans les entreprises. Consultants, chefs de projet, experts du changement, acteurs de la fonction RH et tous les managers doivent se doter d'une compétence en conduite du changement pour réaliser les nombreuses transformations que les entreprises et les administrations ont à mener.",Business,Leadership and Management,Course,French,4.5,1842.0,Coursera,"Change Management,Communication,Management,Communications Management,",Jean-Marie PERETTI,13.0
Positive Psychology: Martin E. P. Seligman’s Visionary Science,"Dr. Martin E.P.  Seligman—renowned worldwide as the “father of Positive Psychology”—has led visionary leaps in the scientific research, empirical data and personal understandings of human flourishing. This course explores the past, present and future of positive psychology as a journey through the key scientific leaps led by Dr. Seligman and his colleagues at the University of Pennsylvania's Positive Psychology Center and Master of Applied Positive Psychology program. ",Health,Psychology,Course,English,4.9,5529.0,Coursera,"Character Strengths And Virtues,Gratitude,Positive Education,Positive Psychology,","Martin E.P. Seligman, Ph.D.",16.0
"Aspectos básicos: Datos, datos, en todas partes","Este es el primer curso del certificado de Google Data Analytics. En estos cursos obtendrás las habilidades que necesitas para aplicar a los trabajos de analista de datos de nivel introductorio. Organizaciones de todo tipo necesitan analistas de datos que las ayuden a mejorar sus procesos, identificar oportunidades y tendencias, lanzar nuevos productos y tomar decisiones reflexivas. En este curso, conocerás el mundo del análisis computacional de datos a través de un plan de estudios práctico desarrollado por Google. En el material compartido se incluyen muchos temas clave de análisis computacional de datos y una visión general de lo que aborda el Certificado de Google Data Analytics. Los analistas de datos actuales de Google te darán instrucciones y te proporcionarán formas prácticas de llevar a cabo las tareas comunes de los analistas de datos con las mejores herramientas y recursos.",Data Science,Data Analysis,Course,Spanish,4.8,2934.0,Coursera,"Visualización de Datos (DataViz),Limpieza de datos,Hoja de cálculo,análisis de datos,SQL,",Google Career Certificates,19.0
Fundamentals of Reinforcement Learning,"Reinforcement Learning is a subfield of Machine Learning, but is also a general purpose formalism for automated decision-making and AI. This course introduces you to statistical learning techniques where an agent explicitly takes actions and interacts with the world. Understanding the importance and challenges of learning agents that make decisions is of vital importance today, with more and more companies interested in interactive agents and intelligent decision-making. ",Data Science,Machine Learning,Course,English,4.8,2552.0,Coursera,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",Martha White,15.0
Dino 101: Dinosaur Paleobiology,"Dino 101: Dinosaur Paleobiology is a 12-lesson course teaching a comprehensive overview of non-avian dinosaurs. Topics covered: anatomy, eating, locomotion, growth, environmental and behavioral adaptations, origins and extinction. Lessons are delivered from museums, fossil-preparation labs and dig sites. Estimated workload: 3-5 hrs/week.",Health,Basic Science,Course,English,4.9,3269.0,Coursera,"Biodiversity,Biology,Evolution,Paleontology,","Philip John Currie, PhD",14.0
Fundamentos de la gestión de proyectos,"Este curso es el primero de una serie de seis que te dota de las destrezas que necesitas para aplicar a los roles de nivel introductorio en la gestión de proyectos. Los gerentes de proyectos desempeñan un papel clave en la dirección, planificación e implementación de proyectos críticos para ayudar a sus organizaciones a tener éxito. En este curso, descubrirás la terminología fundamental de la gestión de proyectos y adquirirás una comprensión más profunda del papel y las responsabilidades de un gerente de proyectos. También te presentaremos los tipos de trabajos que podrías realizar después de completar este programa. A lo largo del programa, aprenderás de los gerentes de proyectos actuales de Google, que pueden proporcionarte una experiencia educativa multidimensional que te ayudará a desarrollar tus destrezas para la aplicación práctica. ",Business,Leadership and Management,Course,Spanish,4.9,3097.0,Coursera,"Gestión de proyectos,Cultura de la organización,Pensamiento estratégico,desarrollo profesional,gestión de cambios,",Google Career Certificates,15.0
Introducción a la programación en Python I: Aprendiendo a programar con Python,"Decía Steve Jobs que “todo el mundo debería aprender a programar un ordenador porque esto te ayuda a pensar”. Hoy en día la programación es una herramienta fundamental para el desarrollo de la tecnología moderna. Este curso te introduce en el mundo de la programación en el lenguaje Python. De una forma práctica, aprenderás de forma gradual desde el tratamiento básico de variables hasta la programación de algoritmos para construir tus propios juegos. Además, te familiarizarás con los conceptos fundamentales para el desarrollo de algoritmos y su programación. ",Computer Science,Software Development,Course,Spanish,4.4,3982.0,Coursera,"Computer Programming,Python Programming,List & Label,Programming Language,",Jorge Muñoz Gama,17.0
Fundamentals of Music Theory,"This course, revised in 2022, will introduce you to the theory of music, providing you with the skills needed to read and write Western music notation, as well as to understand, analyse, and listen informedly.",Arts and Humanities,Music and Art,Course,English,4.5,1647.0,Coursera,"Scales,Notation,Harmony,Rhythm,Chords,",Dr Thomas Butler,11.0
Oil & Gas Industry Operations and Markets ,"The oil and gas industry has an enormous impact on all aspects of daily life. Individuals, corporations, and national governments make financial and policy decisions based on the cost, use, and availability of these two natural resources. This two-week course looks at the two most fundamental aspects of the oil and gas industry, its operations and markets, each of which is addressed as a separate module in the course. In the operations module, the course provides an overview of the production of oil and gas, from initial exploration to final transport. The second module focuses on the forces that drive the industry's operations, the oil and gas markets, including the cost of wells, seasonal impacts on prices, and the role of oil reserves. After every lesson, learners will take short quizzes to test their newly acquired knowledge, participant in crowd-sourced discussions about global markets, and complete a final project.",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,4.8,5456.0,Coursera,"Energy,Geology,Directional Drilling,Enhanced Oil Recovery,",Lincoln Pratson,7.0
Data Visualization with Python,One of the most important skills of successful data scientists and data analysts is the ability to tell a compelling story by visualizing data and findings in an approachable and stimulating way. In this course you will learn many ways to effectively visualize both small and large-scale data. You will be able to take data that at first glance has little meaning and present that data in a form that conveys insights. ,Data Science,Data Analysis,Course,English,4.5,10834.0,Coursera,"Dashboards and Charts,dash,Python Programming,Matplotlib,Data Visualization (DataViz),",Saishruthi Swaminathan,17.0
Sales and CRM Overview,"This course is the first of a series that aims to teach you the foundational skills in Salesforce that will prepare you for a variety of entry-level sales roles, including the sales operations specialist position. ",Business,Business Essentials,Course,English,4.6,592.0,Coursera,"CRM,Sales Operations,Sales,Salesforce Sales Cloud,Salesforce,",Trailhead,22.0
Mathematics for Machine Learning: Linear Algebra,"In this course on Linear Algebra we look at what linear algebra is and how it relates to vectors and matrices. Then we look through what vectors and matrices are and how to work with them, including the knotty problem of eigenvalues and eigenvectors, and how to use these to solve problems. Finally  we look at how to use these to do fun things with datasets - like how to rotate images of faces and how to extract eigenvectors to look at how the Pagerank algorithm works.",Data Science,Machine Learning,Course,English,4.7,11522.0,Coursera,"Eigenvalues And Eigenvectors,Basis (Linear Algebra),Transformation Matrix,Linear Algebra,",David Dye,18.0
Introduction to Corporate Finance,"This course provides a brief introduction to the fundamentals of finance, emphasizing their application to a wide variety of real-world situations spanning personal finance, corporate decision-making, and financial intermediation. Key concepts and applications include: time value of money, risk-return tradeoff, cost of capital, interest rates, retirement savings, mortgage financing, auto leasing, capital budgeting, asset valuation, discounted cash flow (DCF) analysis, net present value, internal rate of return, hurdle rate, payback period.",Business,Finance,Course,English,4.6,5675.0,Coursera,"Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,",Michael R Roberts,7.0
How to Manage a Remote Team,"Remote management is much more than just implementing a work-from-home policy. In this course, you’ll learn and apply remote work best practices, build your remote work policy, and prepare your team for success. ",Business,Leadership and Management,Course,English,4.8,833.0,Coursera,"Business Transformation,Business Strategy,Leadership And Management,Human Resources (HR),Remote work,",Darren Murph,10.0
Construction Project Management,"Construction Project Management introduces learners to Project Initiation and Planning. Columbia University professor, Ibrahim Odeh, along with industry experts join together to provide a comprehensive overview of the construction industry. There are 10 modules that allow learners to become knowledgeable of construction management within the dynamic construction industry. ",Business,Business Strategy,Course,English,4.8,5908.0,Coursera,"Project Management,Construction Management,Work Breakdown Structure,Project Planning,","Ibrahim Odeh, Ph.D., MBA",26.0
Science of Exercise,"Learners who complete Science of Exercise will have an improved physiological understanding of how your body responds to exercise, and will be able to identify behaviors, choices, and environments that impact your health and training. You will explore a number of significant adjustments required by your body in order to properly respond to the physical stress of exercise, including changes in carbohydrate, fat and protein metabolism, nutritional considerations, causes of muscle soreness & fatigue, and the effectiveness and dangers of performance enhancing drugs. Active learning assessments will challenge you to apply this new knowledge via nutrition logs, heart rate monitoring, calculations of your total daily caloric expenditure and body mass index (BMI). Finally, learners will examine the scientific evidence for the health benefits of exercise including the prevention and treatment of heart disease, diabetes, cancer, obesity (weight loss), depression, and dementia.",Health,Basic Science,Course,English,4.8,4295.0,Coursera,"Training,Nutrition,Fitness And Nutrition,Public Health,","Robert Mazzeo, Ph.D.",9.0
"Sequences, Time Series and Prediction","If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This Specialization will teach you best practices for using TensorFlow, a popular open-source framework for machine learning.",Data Science,Machine Learning,Course,English,4.7,4741.0,Coursera,"Forecasting,Machine Learning,Tensorflow,Time Series,prediction,",Laurence Moroney,22.0
Supply Chain Principles,This course will provide a solid understanding of what a supply chain is all about. The course:,Business,Business Essentials,Course,English,4.6,1912.0,Coursera,"Procurement,Supply Chain,Transporting,",Timothy M Brown,12.0
SAP Professional Fundamentals,SAP Professional Fundamentals is the first course in the SAP Technology Consultant Professional Certificate program. The course introduces you to the world of consulting and the range of skills that you need to succeed in this competitive field.,Business,Leadership and Management,Course,English,4.8,125.0,Coursera,"Client Research and Analysis,Business Transformation,Planning and Project Management,Communication and Engagement,Systems and Design Thinking,",Martin Gollogly,14.0
Visualizing the Living Body: Diagnostic Imaging,"This course teaches learners the underlying principles behind conventional radiography, computerized axial tomography (CT), magnetic resonance imaging (MRI), and ultrasound. The radiology of chest, abdomen, pelvis, extremities, spine and brain are taught in this course using a combination of lectures and extensive practical activities and assessments. ",Health,Patient Care,Course,English,4.8,122.0,Coursera,"Anatomy,radiography,Medicine,human anatomy,",William B. Stewart,9.0
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"We have all heard the phrase “correlation does not equal causation.”  What, then, does equal causation?  This course aims to answer that question and more!  ",Data Science,Probability and Statistics,Course,English,4.7,498.0,Coursera,"Instrumental Variable,Propensity Score Matching,Causal Inference,Causality,","Jason A. Roy, Ph.D.",18.0
